mapped_id,original_id,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
BKD,"Pste_5 Pseudonaja textilis unplaced genomic scaffold, EBS10Xv2PRI ULFR01000082.1, whole genome shotgun sequence",-,snake genomic,Pseudonaja textilis,Elapidae
BKE,sp|Q9YGJ0|3NO5I_BUNMU Gammabungarotoxin OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Gammabungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BKF,sp|Q9YGH9|3NO52_BUNMU Long neurotoxin homolog NTL2 OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Long neurotoxin homolog NTL2 ,3FTx,Bungarus multicinctus ,Elapidae
BKG,sp|P81946|3SPT_DENAN Thrombostatin OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Thrombostatin ,3FTx,Dendroaspis angusticeps ,Elapidae
BKH,sp|P28375|3SPM_DENJA Dendroaspin OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Dendroaspin ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BKI,sp|P01413|3SP1_DENJA Toxin S5C1 OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Toxin S5C1 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BKJ,sp|P58370|3NO48_MICCO Alphaneurotoxin homolog 8 OS=Micrurus corallinus OX=54390 PE=1 SV=1,Alphaneurotoxin homolog 8 ,3FTx,Micrurus corallinus ,Elapidae
BKK,sp|P86423|3NX4_MICFR Frontoxin IV OS=Micrurus frontalis OX=129461 PE=1 SV=1,Frontoxin IV ,3FTx,Micrurus frontalis ,Elapidae
BKL,sp|C0HJR2|3NX2_MICMP Micrurotoxin 2 OS=Micrurus mipartitus OX=430902 PE=1 SV=1,Micrurotoxin 2 ,3FTx,Micrurus mipartitus ,Elapidae
BKM,sp|C0HJR1|3NX1_MICMP Micrurotoxin 1 OS=Micrurus mipartitus OX=430902 PE=1 SV=1,Micrurotoxin 1 ,3FTx,Micrurus mipartitus ,Elapidae
BKN,sp|P86099|3NX5_MICSU Long neurotoxin MS5 OS=Micrurus surinamensis OX=129470 PE=1 SV=1,Long neurotoxin MS5 ,3FTx,Micrurus surinamensis ,Elapidae
BKO,"Povi_5 Pogona vitticeps unplaced genomic scaffold, pvi1.1.0 contig9221, whole genome shotgun sequence",-,Ly-6,Pogona vitticeps,Agamidae
BKP,sp|P86424|3NX5_MICFR Frontoxin V OS=Micrurus frontalis OX=129461 PE=1 SV=1,Frontoxin V ,3FTx,Micrurus frontalis ,Elapidae
BKQ,sp|P86098|3NX4_MICSU Long neurotoxin MS4 OS=Micrurus surinamensis OX=129470 PE=1 SV=1,Long neurotoxin MS4 ,3FTx,Micrurus surinamensis ,Elapidae
BKR,sp|P86096|3NX2_MICSU Long neurotoxin MS2 OS=Micrurus surinamensis OX=129470 PE=1 SV=1,Long neurotoxin MS2 ,3FTx,Micrurus surinamensis ,Elapidae
BKS,sp|P86097|3S13_MICSU Threefinger toxin MS3 OS=Micrurus surinamensis OX=129470 PE=1 SV=1,Threefinger toxin MS3 ,3FTx,Micrurus surinamensis ,Elapidae
BKT,sp|P25676|3SO61_HEMHA Weak toxin CM1c OS=Hemachatus haemachatus OX=8626 PE=1 SV=1,Weak toxin CM1c ,3FTx,Hemachatus haemachatus ,Elapidae
BKU,sp|P01415|3SO62_NAJHH Weak toxin CM2 OS=Naja haje haje OX=8642 PE=1 SV=1,Weak toxin CM2 ,3FTx,Naja haje haje ,Elapidae
BKV,sp|Q69CJ8|3S11H_OPHHA Weak toxin DE1 homolog 1 OS=Ophiophagus hannah OX=8665 PE=1 SV=1,Weak toxin DE1 homolog 1 ,3FTx,Ophiophagus hannah ,Elapidae
BKW,sp|F5CPE4|3S166_MICAT Three finger toxin MALT0066C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Three finger toxin MALT0066C ,3FTx,Micrurus altirostris ,Elapidae
BKX,sp|F5CPD7|3S154_MICAT Three finger toxin MALT0054C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Three finger toxin MALT0054C ,3FTx,Micrurus altirostris ,Elapidae
BKY,sp|F5CPD6|3S152_MICAT Three finger toxin MALT0052C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Three finger toxin MALT0052C ,3FTx,Micrurus altirostris ,Elapidae
BKZ,"Anca_5 Anolis carolinensis unplaced genomic scaffold, AnoCar2.0 chrUn0030, whole genome shotgun sequence",-,Ly-6,Anolis carolinensis,Dactyloidae
BLA,sp|F5CPD9|3S158_MICAT Three finger toxin MALT0058C OS=Micrurus altirostris OX=129457 PE=1 SV=1,Three finger toxin MALT0058C ,3FTx,Micrurus altirostris ,Elapidae
BLB,sp|O12961|3LK4_BUNMU Kappa4bungarotoxin OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Kappa4bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BLC,sp|P15815|3LKF_BUNFL Kappaflavitoxin OS=Bungarus flaviceps flaviceps OX=8615 PE=1 SV=1,Kappaflavitoxin ,3FTx,Bungarus flaviceps flaviceps ,Elapidae
BLD,sp|Q9W729|3LK6_BUNMU Kappa6bungarotoxin OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Kappa6bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BLE,sp|P15816|3LK2_BUNMU Kappa2bungarotoxin OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Kappa2bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BLF,sp|O12962|3LK5_BUNMU Kappa5bungarotoxin OS=Bungarus multicinctus OX=8616 PE=3 SV=1,Kappa5bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BLG,sp|P15817|3LK3_BUNMU Kappa3bungarotoxin OS=Bungarus multicinctus OX=8616 PE=1 SV=1,Kappa3bungarotoxin ,3FTx,Bungarus multicinctus ,Elapidae
BLH,sp|Q8AY55|3LKB_BUNCA Kappa 1bbungarotoxin OS=Bungarus candidus OX=92438 PE=3 SV=1,Kappa 1bbungarotoxin ,3FTx,Bungarus candidus ,Elapidae
BLI,sp|Q8AY56|3LKA_BUNCA Kappa 1abungarotoxin OS=Bungarus candidus OX=92438 PE=3 SV=1,Kappa 1abungarotoxin ,3FTx,Bungarus candidus ,Elapidae
BLJ,sp|P01412|3S11A_OPHHA Weak toxin DE1 OS=Ophiophagus hannah OX=8665 PE=1 SV=2,Weak toxin DE1 ,3FTx,Ophiophagus hannah ,Elapidae
BLK,"Vako5 Varanus komodoensis strain SLA01 unplaced genomic scaffold, ASM479886v1 scaffold78, whole genome shotgun sequence",-,Ly-6,Varanus komodoensis,Anguimorpha
BLL,sp|Q2VBN3|3SX3_OPHHA Weak neurotoxin WNTX33 OS=Ophiophagus hannah OX=8665 PE=3 SV=1,Weak neurotoxin WNTX33 ,3FTx,Ophiophagus hannah ,Elapidae
BLM,sp|P60237|3SUB_DENAN Muscarinic toxin 2 OS=Dendroaspis angusticeps OX=8618 PE=1 SV=1,Muscarinic toxin 2 ,3FTx,Dendroaspis angusticeps ,Elapidae
BLN,sp|P10808|3S11_BUNFA Short neurotoxin 1 OS=Bungarus fasciatus OX=8613 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Bungarus fasciatus ,Elapidae
BLO,sp|P0C555|3S1RI_BUNFA Neurotoxin 3FTxRI OS=Bungarus fasciatus OX=8613 PE=3 SV=1,Neurotoxin 3FTxRI ,3FTx,Bungarus fasciatus ,Elapidae
BLP,sp|A6MFK6|3S11_DEMVE Short neurotoxin SNTX1 OS=Demansia vestigiata OX=412038 PE=3 SV=1,Short neurotoxin SNTX1 ,3FTx,Demansia vestigiata ,Elapidae
BLQ,sp|A7X4S0|3S14_OXYMI Short neurotoxin 3FTxOxy4 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Short neurotoxin 3FTxOxy4 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BLR,sp|A7X4R5|3S13_OXYMI Short neurotoxin 3FTxOxy3 OS=Oxyuranus microlepidotus OX=111177 PE=3 SV=1,Short neurotoxin 3FTxOxy3 ,3FTx,Oxyuranus microlepidotus ,Elapidae
BLS,sp|Q45Z11|3S11_OXYSC Short neurotoxin 1 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
BLT,sp|P0CB06|3S12_OXYSC Short neurotoxin 2 OS=Oxyuranus scutellatus scutellatus OX=8667 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Oxyuranus scutellatus scutellatus ,Elapidae
BLU,sp|F8J2G5|3S134_DRYCN Short neurotoxin 342 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Short neurotoxin 342 ,3FTx,Drysdalia coronoides ,Elapidae
BLV,"Alsi_5 Alligator sinensis unplaced genomic scaffold, ASM45574v1 scaffold1054_1, whole genome shotgun sequence",-,Ly-6,Alligator sinensis,Crocodilia
BLW,sp|A8HDJ8|3S12_CRYNI Short neurotoxin 2 OS=Cryptophis nigrescens OX=292442 PE=3 SV=1,Short neurotoxin 2 ,3FTx,Cryptophis nigrescens ,Elapidae
BLX,sp|A8HDJ7|3S11_CRYNI Short neurotoxin 1 OS=Cryptophis nigrescens OX=292442 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Cryptophis nigrescens ,Elapidae
BLY,sp|P25497|3S11_PSEAU Short neurotoxin 1 OS=Pseudechis australis OX=8670 PE=1 SV=2,Short neurotoxin 1 ,3FTx,Pseudechis australis ,Elapidae
BLZ,sp|A8HDJ4|3S11_PSEPO Short neurotoxin 1 OS=Pseudechis porphyriacus OX=8671 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Pseudechis porphyriacus ,Elapidae
BMA,sp|P01434|3S11_ACAAN Short neurotoxin 1 OS=Acanthophis antarcticus OX=8605 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Acanthophis antarcticus ,Elapidae
BMB,sp|P19959|3S12_AIPLA Short neurotoxin B OS=Aipysurus laevis OX=8678 PE=1 SV=1,Short neurotoxin B ,3FTx,Aipysurus laevis ,Elapidae
BMC,sp|P19960|3S14_AIPLA Short neurotoxin D OS=Aipysurus laevis OX=8678 PE=3 SV=1,Short neurotoxin D ,3FTx,Aipysurus laevis ,Elapidae
BMD,sp|P32879|3S11_AIPLA Short neurotoxin A OS=Aipysurus laevis OX=8678 PE=1 SV=1,Short neurotoxin A ,3FTx,Aipysurus laevis ,Elapidae
BME,sp|P19958|3S13_AIPLA Short neurotoxin C OS=Aipysurus laevis OX=8678 PE=1 SV=1,Short neurotoxin C ,3FTx,Aipysurus laevis ,Elapidae
BMF,sp|Q5UFR8|3S11_HYDPR Short neurotoxin 1 OS=Hydrophis peronii OX=8676 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Hydrophis peronii ,Elapidae
BMG,"Gaga_4 Gallus gallus isolate RJF #256 breed Red Jungle fowl, inbred line UCD001 chromosome 2, Gallus_gallus5.0, whole genome shotgun sequence",-,Ly-6,Gallus gallus,Galliformes
BMH,sp|P01437|3S11_HYDLA Short neurotoxin 1 OS=Hydrophis lapemoides OX=8684 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Hydrophis lapemoides ,Elapidae
BMI,sp|P68416|3S11_HYDHA Short neurotoxin 1 OS=Hydrophis hardwickii OX=8781 PE=1 SV=2,Short neurotoxin 1 ,3FTx,Hydrophis hardwickii ,Elapidae
BMJ,sp|P62389|3S15_HYDSC Toxin 5 OS=Hydrophis schistosus OX=8682 PE=1 SV=1,Toxin 5 ,3FTx,Hydrophis schistosus ,Elapidae
BMK,sp|Q8UW26|3S12_HYDHA Short neurotoxin 2 OS=Hydrophis hardwickii OX=8781 PE=3 SV=1,Short neurotoxin 2 ,3FTx,Hydrophis hardwickii ,Elapidae
BML,sp|Q8UW27|3S116_HYDHA Short neurotoxin SN160 OS=Hydrophis hardwickii OX=8781 PE=3 SV=1,Short neurotoxin SN160 ,3FTx,Hydrophis hardwickii ,Elapidae
BMM,sp|P25494|3S11_HYDCY Short neurotoxin 1 OS=Hydrophis cyanocinctus OX=8686 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Hydrophis cyanocinctus ,Elapidae
BMN,sp|F8J2G3|3S12A_DRYCN Short neurotoxin 2 OS=Drysdalia coronoides OX=66186 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Drysdalia coronoides ,Elapidae
BMO,sp|A8HDJ5|3S11_TROCA Short neurotoxin 1 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Tropidechis carinatus ,Elapidae
BMP,sp|A8HDJ6|3S12_TROCA Short neurotoxin 2 OS=Tropidechis carinatus OX=100989 PE=3 SV=1,Short neurotoxin 2 ,3FTx,Tropidechis carinatus ,Elapidae
BMQ,sp|A8S6A4|3S11_AUSSU Short neurotoxin 1 OS=Austrelaps superbus OX=29156 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Austrelaps superbus ,Elapidae
BMR,"Chmy_6 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
BMS,sp|A8HDJ9|3S11_HOPST Short neurotoxin 1 OS=Hoplocephalus stephensii OX=196418 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Hoplocephalus stephensii ,Elapidae
BMT,sp|A8HDK0|3S11_NOTSC Short neurotoxin 1 OS=Notechis scutatus scutatus OX=70142 PE=3 SV=1,Short neurotoxin 1 ,3FTx,Notechis scutatus scutatus ,Elapidae
BMU,sp|P01419|3S110_DENJA Toxin S5C10 OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Toxin S5C10 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BMV,sp|P01416|3S11_DENPO Short neurotoxin 1 OS=Dendroaspis polylepis polylepis OX=8620 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Dendroaspis polylepis polylepis ,Elapidae
BMW,sp|P01418|3S11_DENVI Short neurotoxin 1 OS=Dendroaspis viridis OX=8621 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Dendroaspis viridis ,Elapidae
BMX,sp|P01417|3S11_DENJA Short neurotoxin 1 OS=Dendroaspis jamesoni kaimosae OX=8619 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Dendroaspis jamesoni kaimosae ,Elapidae
BMY,sp|P60775|3S1EA_LATSE Erabutoxin a OS=Laticauda semifasciata OX=8631 PE=1 SV=1,Erabutoxin a ,3FTx,Laticauda semifasciata ,Elapidae
BMZ,sp|Q7T2I5|3S1EC_LATSE Erabutoxin c OS=Laticauda semifasciata OX=8631 PE=1 SV=1,Erabutoxin c ,3FTx,Laticauda semifasciata ,Elapidae
BNA,sp|Q90VW1|3S1EB_LATSE Erabutoxin b OS=Laticauda semifasciata OX=8631 PE=1 SV=1,Erabutoxin b ,3FTx,Laticauda semifasciata ,Elapidae
BNB,sp|Q9YGC7|3S15_LATCO Short neurotoxin NCA02/NCA05/UER05 OS=Laticauda colubrina OX=8628 PE=3 SV=1,Short neurotoxin NCA02/NCA05/UER05 ,3FTx,Laticauda colubrina ,Elapidae
BNC,"Chmy_7 Chelonia mydas unplaced genomic scaffold, CheMyd_1.0 scaffold708, whole genome shotgun sequence",-,Ly-6,Chelonia mydas,Testudines
BND,"Oran_1 Ornithorhynchus anatinus isolate Glennie unplaced genomic scaffold, Ornithorhynchus_anatinus5.0.1, whole genome shotgun sequence",-,Ly-6,Ornithorhynchus anatinus,Monotremata
