mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P09114,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,9.353385,8.723364,9.143769,-0.839681,-0.46974096,0.28862438,
P09116,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.118046,9.195206,7.811015,-0.2674084,-0.45788053,0.018790044,
P09118,Conus quercinus,Precursor,elvenin,NA,NA,NA,nucleic acid level,11.265761,8.75137,8.283559,0.5279026,-0.4952068,-0.24673727,
P09120,Conus quercinus,Precursor,conotoxin,L superfamily,NA,NA,nucleic acid level,8.550431,12.305261,8.6292715,0.113167115,-0.46461433,0.101584785,
P09122,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.5872939,16.506786,10.937094,1.9135007,0.9185964,-0.3685215,
P09124,Conus quercinus,Precursor,conotoxin,T superfamily,NA,NA,nucleic acid level,9.737256,10.788456,6.6457834,-0.0817436,-0.5875354,-0.30812263,
P09126,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.608879,11.968132,6.1774263,0.21132676,-0.73560995,-0.46687716,
P09128,Conus quercinus,Precursor,conotoxin,E superfamily,NA,NA,nucleic acid level,7.741085,12.548507,9.938669,0.22159803,0.31529576,0.8017857,
P09130,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.03056,8.593918,7.487234,-0.02955532,-0.69767576,-0.028705368,
P09132,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,7.851032,9.028449,7.901327,-0.19994609,-0.4984951,-0.05789829,
P09134,Conus quercinus,Precursor,conotoxin,T superfamily,NA,NA,nucleic acid level,9.373781,10.518437,7.542391,-0.59504205,-0.5127912,0.04803537,
P09136,Conus quercinus,Precursor,conotoxin,T superfamily,NA,NA,nucleic acid level,9.853513,11.279706,7.0783577,-0.25174415,-0.35776272,-0.35964388,
P09138,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.974973,12.278705,6.175829,0.3185092,-0.6708216,-0.51627886,
P09140,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.831656,15.357269,10.064101,1.309853,0.30568656,0.011826722,
P09142,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,4.2343225,17.301983,11.799728,1.0090938,0.26527435,-0.07398827,
P09144,Conus quercinus,Precursor,conotoxin,U superfamily,NA,NA,nucleic acid level,8.343131,13.485225,9.674968,0.49675202,0.11846605,0.38907558,
P09146,Conus quercinus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.2263746,9.20111,10.890297,-0.55507034,0.07474686,0.7620302,
P09148,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,7.7566104,12.230793,10.185616,0.045010768,0.32554695,0.9486502,
P09150,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,7.90299,9.025622,7.9759274,-0.4021227,-0.37416804,-0.00087099185,
P09153,Conus quercinus,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,8.495115,12.860584,10.439425,0.19164427,-0.033666313,0.55812085,
P09155,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.786806,12.01323,6.1226306,0.28830343,-0.75632876,-0.36331677,
P09157,Conus quercinus,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.6462164,15.659517,9.937429,1.7502174,0.2791985,-0.11709825,
P09159,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,9.788532,10.907296,6.5295205,0.13820788,-0.20480451,-0.43884653,
P09161,Conus quercinus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,9.457651,9.092199,13.505283,-1.58913,1.4964097,-0.5291387,
P09180,Conus quercinus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.4715915,7.940807,12.036166,-1.6098546,1.249247,0.33883655,
P09686,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.671786,9.099592,8.482845,-0.640267,-0.48256016,-0.15862119,
P09687,Conus quercinus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.235159,9.018269,7.8784885,-0.31356072,-0.61016136,-0.04499894,
P09689,Conus quercinus,Precursor,conotoxin,E superfamily,NA,NA,nucleic acid level,7.666159,12.493731,9.99145,0.21756664,0.29946214,0.80091584,
P09691,Conus quercinus,Precursor,conotoxin,E superfamily,NA,NA,nucleic acid level,7.7616982,12.4143915,10.094708,0.19212171,0.2893875,0.85881966,
P09692,Conus quercinus,Precursor,conotoxin,E superfamily,NA,XXII,nucleic acid level,7.8260994,12.285109,10.09097,-0.11137627,0.49671507,1.270121,
P09693,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.724016,12.120059,6.2181225,0.2667847,-0.7331986,-0.38415262,
P09694,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.605683,11.978696,9.19645,-0.15435696,-0.25693658,0.43752432,
P09696,Conus quercinus,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,7.672895,14.27211,10.584979,0.6331577,0.32825384,0.5171626,
P09698,Conus quercinus,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,7.602131,14.430845,10.98252,0.9832856,0.2970216,0.51101506,
P09700,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.271126,12.297041,10.127236,-0.023090996,0.19842936,0.9058792,
P09703,Conus quercinus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.154378,12.172495,10.182382,-0.0112769,0.077728026,1.0072331,
P09704,Conus quercinus,Precursor,conotoxin,U superfamily,NA,NA,nucleic acid level,8.254215,13.343832,9.592032,0.5194033,0.09461924,0.408632,
P09706,Conus quercinus,Precursor,conotoxin,U superfamily,NA,NA,nucleic acid level,8.354167,13.131895,9.806261,0.30622116,0.0027604445,0.5447199,
P09710,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.5082307,17.490685,12.052891,1.7172308,0.61216205,-0.46297705,
P09712,Conus quercinus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,4.191867,17.755604,12.05942,1.5045366,0.48867285,-0.4468787,
P09714,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.18016,11.683139,6.242758,0.10435265,-0.7229873,-0.3571671,
P09716,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.290079,12.601439,6.2131066,0.36663413,-0.6023326,-0.6321611,
P09718,Conus quercinus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,3.8933737,12.682415,11.47526,1.5364574,1.127429,0.7176966,
P09752,Conus araneosus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.585419,8.637359,6.073329,0.044184063,-0.742476,-0.43115094,
P09755,Conus ebraeus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.596219,8.438605,5.846527,0.29668054,-0.91389126,-0.38811553,
P09756,Conus frigidus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.634961,8.508159,5.890854,0.3623033,-0.9216102,-0.46389174,
P09758,Conus lividus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.558408,8.548854,5.821929,0.2509932,-0.89093226,-0.32274327,
P09759,Conus lividus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.470868,8.719601,5.6918707,0.22890711,-0.83786315,-0.4074384,
P09760,Conus miles,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.621741,8.570568,5.821143,0.3623033,-0.9216102,-0.46389174,
P09761,Conus litteratus,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.643291,8.38712,5.8385024,0.19748053,-0.8453334,-0.31942385,
P09763,Conus monile,Precursor,contryphan,NA,NA,NA,nucleic acid level,10.24919,9.358227,12.230282,-1.7269299,0.59162873,-0.14310741,
P09764,Conus loroisii,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,10.371175,8.403625,6.482658,-0.19869679,-0.83549756,-0.20096718,
P09848,Conus litteratus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.146866,8.911649,8.173971,0.43574578,-0.3637742,0.71948546,
P09887,Conus litteratus,Precursor,conotoxin,NA,NA,NA,nucleic acid level,10.2224245,8.892403,14.224533,-2.192108,1.2989572,-1.0515902,
P10036,Conus bayani,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.1092862,8.670977,13.463769,1.333413,0.053904474,0.6370065,
P10038,Conus bayani,Precursor,conotoxin,T superfamily,NA,NA,nucleic acid level,10.73414,11.683862,6.614055,0.044594925,-0.5243207,-0.64448565,
P10040,Conus bayani,Precursor,conotoxin,L superfamily,NA,NA,nucleic acid level,9.030466,11.173885,8.368592,-0.45642832,-0.439935,-0.06300767,
P10042,Conus bayani,Precursor,conotoxin,P superfamily,NA,NA,nucleic acid level,8.264143,12.824782,8.770255,0.47880882,-0.34776905,0.12700213,
P10044,Conus bayani,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.306033,11.252663,7.4543605,-0.34840617,-0.6180301,-0.21605399,
P10046,Conus bayani,Precursor,conotoxin,U superfamily,NA,NA,nucleic acid level,9.263948,11.142094,8.474944,-0.09592834,-0.5782584,0.03206039,
P10048,Conus bayani,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.4110706,16.958616,10.8734665,1.4241396,0.6220993,-0.28961903,
P10050,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,7.4571314,13.510796,10.732996,-0.023314117,1.0128146,0.41745162,
P10052,Conus bayani,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.4299607,17.14143,10.604119,1.3764673,0.72434473,-0.39366487,
P10054,Conus bayani,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.9834614,16.879116,11.105925,1.270251,0.52244914,-0.3032642,
P10056,Conus bayani,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,2.7215073,16.938934,10.969572,1.8492299,0.74591595,-0.45982993,
P10057,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,10.057348,8.773134,14.10312,-1.9561034,1.1573428,-0.9688813,
P10059,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,7.1876807,13.905407,10.766675,0.626136,1.0706838,1.2572238,
P10061,Conus bayani,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.836652,14.829318,10.044363,1.0181351,0.17064181,0.15948391,
P10063,Conus bayani,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,9.071327,12.0550375,9.464342,0.017295614,0.17439653,0.41968316,
P10065,Conus bayani,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,6.92661,15.15895,10.382941,1.1812831,0.27997822,0.16642642,
P10067,Conus bayani,Precursor,conotoxin,O2 superfamily,NA,NA,nucleic acid level,10.1921,11.407439,7.181545,-0.17530629,-0.52246207,-0.25653794,
P10069,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,7.7581882,13.177472,9.880906,-0.012824326,0.5868272,0.53178316,
P10070,Conus bayani,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,13.394421,11.893323,6.2411757,0.6786753,-0.84361637,-0.6879522,
P10073,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,9.653706,8.880436,11.828662,-1.6928706,0.6770139,0.17569683,
P10075,Conus bayani,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.216876,11.575489,7.137669,-0.05368805,-0.5467604,-0.1069343,
P10077,Conus bayani,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.429679,7.7281275,9.824291,-0.46683723,-0.5420173,0.21415296,
P10079,Conus bayani,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,7.526564,13.915147,9.758381,0.72786564,0.03238752,0.30557793,
P10081,Conus bayani,Precursor,conotoxin,H superfamily,NA,NA,nucleic acid level,10.523594,11.489297,7.8418317,-0.20298134,-0.38209158,-0.1500345,
P10083,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.418208,12.472001,9.455939,0.10930185,-0.09748404,0.5639876,
P10085,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.330305,12.787529,9.371047,0.23469304,-0.12487943,0.50352323,
P10087,Conus bayani,Precursor,conotoxin,I1 superfamily,NA,NA,nucleic acid level,7.279575,14.631971,10.588919,1.0843796,0.3340898,0.39834213,
P10089,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.795989,11.908038,9.320071,0.13352466,-0.2407279,0.34691662,
P10091,Conus bayani,Precursor,conotoxin,I1 superfamily,NA,NA,nucleic acid level,7.6128287,13.53493,10.184836,0.34898317,0.15927447,0.3962272,
P10093,Conus bayani,Precursor,conotoxin,NA,NA,NA,nucleic acid level,8.6809635,10.940144,10.498088,-0.6452754,0.04945117,0.69775176,
P10095,Conus bayani,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,8.415889,12.579972,10.238574,-0.124190405,-0.027100192,0.628002,
P10097,Conus bayani,Precursor,conotoxin,I2 superfamily,NA,NA,nucleic acid level,7.7442427,13.592415,10.522405,0.24990177,0.1706974,0.47793198,
P10099,Conus bayani,Precursor,conotoxin,I3 superfamily,NA,NA,nucleic acid level,7.4842424,14.251507,9.946402,0.66520464,0.06602475,0.39516094,
P10101,Conus bayani,Precursor,conotoxin,Y superfamily,NA,NA,nucleic acid level,8.317899,13.728679,9.767218,0.6239361,-0.13684365,0.21415752,
P10103,Conus bayani,Precursor,conotoxin,NA,NA,I,nucleic acid level,9.375401,8.538109,7.496087,-0.11949266,-0.7287893,-0.17170753,
P10104,Conus bayani,Precursor,conotoxin,U superfamily,NA,NA,nucleic acid level,9.056825,11.76173,8.62443,-0.08082087,-0.43888074,-0.00097599864,
P10105,Conus bayani,Precursor,contulakin,NA,NA,NA,nucleic acid level,9.734657,9.265205,10.525455,-1.1163816,0.1050887,-0.4159538,
P10106,Conus bayani,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,4.1126842,12.645095,11.323645,1.3537102,1.0699418,0.88666105,
P10107,Conus bayani,Precursor,conodipine,NA,NA,NA,nucleic acid level,6.528578,11.891302,10.881126,0.4463519,0.4772589,0.7320331,
P10108,Conus bayani,Precursor,conodipine,NA,NA,NA,nucleic acid level,6.565207,11.767666,10.822177,0.0009881436,0.57927394,0.6346303,
P10109,Conus bayani,Precursor,conodipine,NA,NA,NA,nucleic acid level,6.4271555,11.79873,10.989662,0.67960274,0.8749204,0.86667234,
P10110,Conus bayani,Precursor,unclassified,NA,NA,NA,nucleic acid level,1.4508762,8.6753435,13.159453,0.38900185,-0.1236354,0.65058655,
P10111,Conus bayani,Precursor,unclassified,NA,NA,NA,nucleic acid level,0.7923756,8.332742,13.253948,1.5431148,0.15327963,0.53641135,
P10112,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.002904,8.938405,10.609892,-0.7650675,0.3508148,0.8474583,
P10113,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.4357038,8.618363,11.603172,-0.7585435,0.19142754,0.4909857,
P10114,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.614084,8.969998,10.956589,-0.7121006,0.41142863,0.79802006,
P10115,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.7784424,8.939262,10.991495,-0.55783147,0.50352407,0.81407255,
P10116,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.696893,9.079254,11.124077,-1.0546894,0.34404466,0.6437064,
P10117,Conus bayani,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,6.610947,9.189249,11.013995,-0.65041476,0.38217536,0.83372855,
P10118,Conus bayani,Precursor,conoporin,NA,NA,NA,nucleic acid level,6.944402,12.493736,10.520891,0.88415784,0.6177864,0.5992085,
P10129,Conus bayani,Precursor,unclassified,H superfamily,NA,NA,nucleic acid level,9.864135,9.600661,10.420496,-1.6733141,0.12125629,0.06092186,
P10135,Conus bayani,Precursor,conantokin,NA,NA,NA,nucleic acid level,10.583218,7.731616,10.329374,-1.0043848,-0.16866389,-0.3706099,
P10137,Conus bayani,Precursor,conantokin,NA,NA,NA,nucleic acid level,15.803778,10.457327,0.3565972,-0.2494643,-0.4216697,0.4117462,
P10148,Conus bayani,Precursor,unclassified,H superfamily,NA,NA,nucleic acid level,11.0205555,8.124204,9.669364,-0.6954462,-0.41763955,-0.38045606,
P10149,Conus bayani,Precursor,unclassified,H superfamily,NA,NA,nucleic acid level,10.791109,8.536349,9.223286,-0.62384033,-0.62453055,-0.25421366,
P10150,Conus bayani,Precursor,unclassified,M superfamily,NA,NA,nucleic acid level,10.442291,8.337643,9.051181,-0.64454687,-0.50501925,0.00097582105,
P10153,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.288059,11.561345,6.6739364,0.09190706,-0.61005074,-0.42015406,
P10158,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.659224,11.672176,6.8966923,-0.11853715,-0.5733401,-0.20747966,
P10159,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.755581,12.503133,6.5069194,0.30045494,-0.6461012,-0.3960282,
P10160,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.626746,12.516778,6.414218,0.38604918,-0.6300774,-0.29624805,
P10163,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.5772085,11.721516,7.0814424,0.015958909,-0.61572963,-0.24466881,
P10164,Conus vitulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.6916685,11.748764,7.225042,0.015958909,-0.61572963,-0.24466881,
P10167,Conus rattus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.8510895,11.594702,7.0610824,-0.076740064,-0.6551011,-0.24978372,
P10168,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.88022,11.514552,7.0803432,-0.076740064,-0.6551011,-0.24978372,
P10171,Conus leopardus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.260058,11.181705,7.6577373,-0.3366847,-0.5819369,-0.23957522,
P10172,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.3106985,11.342733,7.62812,-0.3366847,-0.5819369,-0.23957522,
P10174,Conus litteratus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.359959,11.316757,7.664377,-0.3366847,-0.5819369,-0.23957522,
P10176,Conus magus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.560422,12.307323,6.6166577,0.21461241,-0.61497515,-0.3717104,
P10178,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.515837,12.337842,6.627227,0.21461241,-0.61497515,-0.3717104,
P10185,Conus lividus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.137373,11.535565,6.629331,-0.012346642,-0.6259481,-0.36963826,
P10186,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.122513,11.461451,6.6022134,-0.012346642,-0.6259481,-0.36963826,
P10187,Conus quercinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.222712,12.653536,6.45277,0.23663895,-0.5844635,-0.58389145,
P10189,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.200098,12.58838,6.3256946,0.23663895,-0.5844635,-0.58389145,
P10191,Conus dalli,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.029589,11.668717,6.3581843,0.30337918,-0.73738706,-0.5532576,
P10198,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.315497,10.576902,5.999312,-0.051030472,-0.80017054,-0.24908614,
P10199,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.213313,10.5830345,6.1886635,-0.051030472,-0.80017054,-0.24908614,
P10203,Conus vitulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.797432,11.905185,6.365162,0.46492457,-0.7623227,-0.7358732,
P10204,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.9737625,11.700638,6.424077,0.46492457,-0.7623227,-0.7358732,
P10207,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.555443,9.465854,4.802425,0.37594274,-0.8646818,-0.26641467,
P10208,Conus coronatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.495842,9.354701,4.658336,0.37594274,-0.8646818,-0.26641467,
P10210,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.483522,10.732216,6.1049323,0.12563404,-0.797191,-0.37456346,
P10211,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.512979,10.777575,6.2221336,0.12563404,-0.797191,-0.37456346,
P10215,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,13.365027,11.742261,6.2129154,0.7803084,-0.82312304,-0.8080249,
P10216,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,13.590159,11.796511,6.1982417,0.7803084,-0.82312304,-0.8080249,
P10217,Conus vitulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,13.450135,11.838733,6.2828326,0.7803084,-0.82312304,-0.8080249,
P10220,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.451601,9.371331,4.4998016,0.48901814,-0.8903585,-0.37706095,
P10221,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.406293,9.249148,4.570212,0.48901814,-0.8903585,-0.37706095,
P10222,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.442283,9.220593,4.5221944,0.48901814,-0.8903585,-0.37706095,
P10223,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.559549,9.310497,4.56026,0.48901814,-0.8903585,-0.37706095,
P10228,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.855344,11.903414,6.449734,0.5444667,-0.78908145,-0.6926138,
P10229,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.913354,11.79181,6.2157855,0.5444667,-0.78908145,-0.6926138,
P10230,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.819647,11.754347,6.195526,0.5444667,-0.78908145,-0.6926138,
P10231,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.7223625,11.808919,6.3099732,0.5444667,-0.78908145,-0.6926138,
P10232,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,12.742932,11.789567,6.027537,0.5444667,-0.78908145,-0.6926138,
P10239,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.778783,10.617511,5.4280176,0.5208676,-0.871827,-0.5549957,
P10240,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.963968,10.705127,5.4322715,0.5208676,-0.871827,-0.5549957,
P10241,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.859748,10.641638,5.478571,0.5208676,-0.871827,-0.5549957,
P10242,Conus vitulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.748389,10.616043,5.405274,0.5208676,-0.871827,-0.5549957,
P10243,Conus striatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.902333,10.504422,5.3491597,0.5208676,-0.871827,-0.5549957,
P10244,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.786451,10.617259,5.4313445,0.5208676,-0.871827,-0.5549957,
P10247,Conus caracteristicus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.574852,9.392601,4.306066,0.51719785,-0.8877856,-0.35184377,
P10248,Conus emaciatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.513784,9.227943,4.352321,0.51719785,-0.8877856,-0.35184377,
P10249,Conus miles,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.549875,9.336776,4.3559093,0.51719785,-0.8877856,-0.35184377,
P10250,Conus rattus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.541698,9.3962345,4.262438,0.51719785,-0.8877856,-0.35184377,
P10251,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.405603,9.222535,4.356295,0.51719785,-0.8877856,-0.35184377,
P10252,Conus coronatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.468331,9.21448,4.3440332,0.51719785,-0.8877856,-0.35184377,
P10254,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.163501,11.32971,7.9362645,-0.41155842,-0.33444658,-0.061010566,
P10256,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.226595,11.043828,7.0043526,-0.054962184,-0.56619996,-0.27938277,
P10257,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.068528,11.060884,7.177456,-0.087821476,-0.57020813,-0.22318023,
P10259,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.136393,11.09989,7.6055818,-0.14759018,-0.53928584,-0.18109228,
P10261,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.417995,11.476139,6.5753756,0.08472621,-0.6192548,-0.21937507,
P10262,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.741842,11.956115,6.504097,0.070692405,-0.70056605,-0.2632192,
P10263,Conus varius,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.766594,11.824201,6.3202085,0.19258006,-0.68195486,-0.26057068,
P10265,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,8.807006,12.311329,5.9217257,0.40331078,-0.6997094,-0.43305472,
P10266,Conus bayani,Precursor,conotoxin,U superfamily,NA,VI/VII,nucleic acid level,8.897831,10.949247,10.88222,-0.8886167,0.5186954,1.0384336,
P10274,Conus betulinus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,11.232847,11.094758,6.4248652,0.09622411,-0.79888403,-0.2163784,
P10276,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.010655,12.584571,5.706419,0.4298792,-0.6977728,-0.37152475,
P10278,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,9.281814,12.341299,5.804973,0.33755293,-0.6935186,-0.32539496,
P10280,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.096579,12.269112,5.8277173,0.43041492,-0.69165426,-0.38540593,
P10282,Conus capitaneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.007764,12.3389225,5.6734333,0.43041492,-0.69165426,-0.38540593,
P10283,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.252816,12.370002,5.9754467,0.3403573,-0.68715924,-0.33660123,
P10285,Conus tessulatus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.818009,11.714312,7.828995,-0.57684034,0.076596186,-0.1398088,
P10287,Conus eburneus,Precursor,conotoxin,M superfamily,NA,NA,nucleic acid level,9.427219,12.18506,5.913001,0.1393858,-0.55309886,-0.48317635,
